Categories,ProductName,Price,Ingredients,NutritionFacts,,,,,,,,,,,
Beverages,SpriteMismo 290-ml,20,"Carbonated Water, Sugar, Acidulant (Citric Acid), Natural Flavors, Acidity Regulator (Sodium Citrate), Preservative (Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant (SHMP), Sweeteners (Acesulfame-K, Sucralose), Artificial Color (Tartrazine)","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(57mg), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(50mg), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,CokeMismo 290-ml,20,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosporic Acid, Natural Flavors, Caffeine","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(16mg), TCarbs(12g), DietFbr(0g),  Tsugar(12g), Caffeine(50mg), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,SpriteLmn+Can 320-ml,35,"Carbonated Water, Sugar, Acidulant(Citric Acid), Natural Flavors, Acidity Regulator(Sodium Citrate), Preservative(Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant(SHMP), Sweeteners(Acesulfame-K, Sucralose), Artificial Color(Tartrizine)","Calories(85), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(57mg), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(50mg), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,ZestoRootBeerCan 330-ml,16,"Carbonated Water, Refined Sugar, Rootbeer Flavor, Caramel Color, Sodium Carboxymethyl Cellulose, Sodium Benzoate, Citric Acid, Sweeteners(Acesulfame Potassium, Sucralose)","Calories(90), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(25mg), TCarbs(23g), DietFbr(0g), Tsugar(23g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,MtDewMismo 290-ml,19,"Carbonated Water, High Fructose Corn Syrup, Orange Juice, Citric Acid, Natural Flavors, Sodium Benzoate, Caffeine, Sodium Citrate, Erythorbic Acid, Gum Arabic, Calcium Disodium EDTA, Brominated Vegetable Oil, Color(Yellow5)","Calories(170), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(50mg), TCarbs(40g), DietFbr(0g), Tsugar(45g), Caffeine(50mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,Sprite 1.5-Liters,65,"Carbonated Water, Sugar, Acidulant (Citric Acid), Natural Flavors, Acidity Regulator (Sodium Citrate), Preservative (Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant (SHMP), Sweeteners (Acesulfame-K, Sucralose), Artificial Color (Tartrazine)","Calories(48), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(57mg), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(50mg), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,Royal 1.5-Liters,65,"Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Acacia Gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (SHMP), Natural, Natural and Artificial Flavors, Artificial Color (Sunset yellow), Vitamins (B5, B3), Anti-Foaming Agent (PDMS).","Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Acacia Gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (SHMP), Natural, Natural and Artificial Flavors, Artificial Color (Sunset yellow), Vitamins (B5, B3), Anti-Foaming Agent (PDMS).",,,,,,,,,,,
Beverages,Coke 1.5-Liters,65,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosporic Acid, Natural Flavors, Caffeine","Calories(240), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(75mg), TCarbs(65g), DietFbr(0g), Tsugar(65g), Caffeine(50mg), Protein(0g), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,CokeZero 1.5-Liters,70,"Carbonated Water, Caramel Color, Phosporic Acid, Aspartame, Potassium Benzoate, Potassium Citrate, Acesulfame Potassium, Caffeine","Calories(0), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(40mg), TCarbs(0g), DietFbr(0g), Tsugar(0g), Caffeine(50mg), Protein(0g), Potassium(60mg), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Beverages,SanMigLtCan 330-ml,53,"Water, Malt, Cereals, Sugar, Hops","Calories(100), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(0mg), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,RedHorseCan 330-ml,55,"Water, Malt, Cereals, Starch, Hops","Calories(101), TotalFat(2.6g), SatFat(0.9g), TransFat(0g), Cholesterol(45mg), Sodium(43mg), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(18g), Potassium(414mg), VitA(6%), VitB(0%), VitC(0%), VitE(0%), Calcium(6%), Iron(9%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,SMFlvBeerLmnCan 330-ml,50,"Water, Sugar, Malt, Rice/Corn, Citric Acid, Natural Flavors(Lemon), Sodium Citrate, Hops, Caramel Color","Calories(160), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(0mg), TCarbs(39g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,SMPalePilsen 320-ml,53,"Water, Malt, Cereals, Sugar, Hops","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(0mg), TCarbs(12.2g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(1.3g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,SMFlvBeerApple 330-ml,38,"Water, Sugar, Malt, Rice/Corn, Citric Acid, Natural Flavors(Apple), Sodium Citrate, Hops, Caramel Color","Calories(160), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(0mg), TCarbs(39g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,SanMigLt 330-ml,45,"Water, Malt, Cereals, Sugar, Hops","Calories(100), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(0mg), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,RedHorse 500-ml,55,"Water, Malt, Cereals, Starch, Hops","Calories(101), TotalFat(2.6g), SatFat(0.9g), TransFat(0g), Cholesterol(45mg), Sodium(43mg), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(18g), Potassium(414mg), VitA(6%), VitB(0%), VitC(0%), VitE(0%), Calcium(6%), Iron(9%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Beverages,RedHorse 1-Litro,110,"Water, Malt, Cereals, Starch, Hops","Calories(101), TotalFat(2.6g), SatFat(0.9g), TransFat(0g), Cholesterol(45mg), Sodium(43mg), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0mg), Protein(18g), Potassium(414mg), VitA(6%), VitB(0%), VitC(0%), VitE(0%), Calcium(6%), Iron(9%), Magnessium(0%), Zinc(0%)",,,,,,,,,,,
Noodles/Pasta,GoodLifePremVermicelli 80-g,25,Potato Starch,"Calories(260), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(1mg), TCarbs(65g), DietFbr(0g), Tsugar(0g), Protein(0.5g), VitA(0%), VitC(0%), Calcium(2%), Iron(6%)",,,,,,,,,,,
Noodles/Pasta,GoodLifeBreadCrumbs 80-g,19,"Wheat flour, salt, yeast, and baking powder.","Calories(270), TotalFat(1.5g), SatFat(0), TransFat(0), Cholesterol(0), Sodium(150mg), TCarbs(58g), DietFbr(2g), Tsugar(3g), Protein(9g), VitA(0%), VitC(0%), Calcium(4%), Iron(8%)",,,,,,,,,,,
Noodles/Pasta,GoodLifePremVermicelli 500-g,148,Potato Starch,"Calories(260), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(1mg), TCarbs(65g), DietFbr(0g), Tsugar(0g), Protein(0.5g), VitA(0%), VitC(0%), Calcium(2%), Iron(6%)",,,,,,,,,,,
Noodles/Pasta,DelMonteMacaroniSalad 400-g,78,"High Grade Wheat Flour, Riboflavin (Color)","Calories(200), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(1mg), TCarbs(43g), DietFbr(0g), Tsugar(2g), Protein(7g), VitA(0%), VitC(0%), Calcium(0%), Iron(0)%)",,,,,,,,,,,
Instant Noodle,LuckyMeGoCupSpicyBulalo 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators (E500, E501), stabilizers (E466, E412), emulsifier (E322 from soy), color (E101), flavor enhancers (E621, E635), antioxidant (E306). Seasoning Powder: Salt, flavor enhancers (E621, E627, E631), sugar, maltodextrin, spices (garlic, onion, black pepper), hydrolyzed vegetable protein (soy), yeast extract, soy sauce powder (soybean, wheat, maltodextrin, salt), palm oil, acidity regulator (E330), caramel color (E150a), anti-caking agent (E551), artificial beef flavor. Dehydrated Vegetables: Corn, cabbage, green onion. Oil: Palm oil, garlic flavor.","Calories(180), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(1mg), Sodium(1080mg), TCarbs(23g), DietFbr(2g), Tsugar(2g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,MangTomasAllAroundSarsa 550-g,52,"Water, sugar, vinegar, iodized salt (salt, iodine), modified starch, bread crumbs, spices, artificial color (caramel), onion, garlic, and 0.1% sodium benzoate.","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(420mg), TCarbs(9g), DietFbr(0g), Tsugar(6g), Protein(0g), VitA(2%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,MangTomasAllAroundSarsa 325-g,38,"Water, sugar, vinegar, iodized salt (salt, iodine), modified starch, bread crumbs, spices, artificial color (caramel), onion, garlic, and 0.1% sodium benzoate.","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(420mg), TCarbs(9g), DietFbr(0g), Tsugar(6g), Protein(0g), VitA(2%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,MangTomasAllAroundSarsa 325-g,40,"Water, sugar, vinegar, iodized salt (salt, iodine), modified starch, bread crumbs, spices, artificial color (caramel), onion, garlic, and 0.1% sodium benzoate.","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(420mg), TCarbs(9g), DietFbr(0g), Tsugar(6g), Protein(0g), VitA(2%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,DelMonteTomatoKetsup 320-g,49,"Tomatoes, sugar, vinegar, salt, onion powder, garlic powder, spices, and natural flavors.","Calories(15), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(150mg), TCarbs(4g), DietFbr(0g), Tsugar(1g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,LuckyMeInstantNoodlesChicken 55-g,9.5,"Noodles: Wheat flour, vegetable oil, (palm oil, green tea extract), iodized salt, sodium polyphosphates, (humectant), Acidity regulators (E500, E501), thickener (E466). SEASONING: Iodized salt, flavor enhancers (E621, E631, E621), whey powder (MILK), sugar, artificial chicken flavor, hydrolyzed SOYBEAN protein, spices (SULFITE, CELERY), starch, dehydrated chives, vitamin A.","Calories(114), TotalFat(4g), SatFat(2g), TransFat(0g), Cholesterol(0mg), Sodium(896mg), TCarbs(17g), DietFbr(0g), Tsugar(1g), Protein(3g), VitA(21%), VitC(0%), Calcium(1%), Iron(3%)",,,,,,,,,,,
Instant Noodle,NissinCnMiniBulalo 40-g,23,"Noodles: Wheat flour, palm oil, iodized salt, natural and artificial flavors (FISH, MILK), dehydrated vegetables (cabbage, corn), flavor enhancers (E621, E635), sugar, artificial beef flavor, textured SOY protein, spices, artificial chicken flavor, cornstarch, yeast extract, acidity regulators (E452i, E451, E500, E501, E330), anticaking agent (E551), thickener (E412), color (E150 (SULFITE)), stabilizer (E4115) and antioxidants (E310, E320, E321), vitamin E.","Calories(180), TotalFat(6g), SatFat(4g), TransFat(0g), Cholesterol(1mg), Sodium(1130mg), TCarbs(24g), DietFbr(3g), Tsugar(3g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,NissinCnMiniBatchoy 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators E501, E500, thickener E412, antioxidant E306. Seasoning powder: salt, flavour enhancers E621, E627, E631, sugar, maltodextrin, garlic powder, pork flavouring, hydrolysed soy protein, spices (garlic, onion), yeast extract. Soy sauce powder: soybean, wheat, salt, palm oil, caramel colour E150a, anti-caking agent E551. Dehydrated vegetables: cabbage, chive. Flavouring oil: palm oil, garlic, lard","Calories(184), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(3mg), Sodium(1106mg), TCarbs(22g), DietFbr(2g), Tsugar(3g), Protein(6g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,LuckyMeGoCupBatchoy 40-g,23,"Noodles: Wheat Flour, Palm Oil, Salt, Acidity Regulators E501, E500, Stabilizers E412, E466, Emulsifier E322 from Soy, Colour E101. Seasoning Powder: Salt, Flavour Enhancers E621, E635, Sugar, Maltodextrin, Garlic Powder, Pork Flavouring, Hydrolysed Vegetable Protein (Soy), Spices (Onion, Garlic, Black Pepper), Yeast Extract, Soy Sauce Powder (Soybean, Wheat, Maltodextrin, Salt), Palm Oil, Acidity Regulator E330, Caramel Colour E150a, Anti-caking Agent E551, Artificial Beef Flavour. Dehydrated Vegetables: Green Onion, Cabbage","Calories(334), TotalFat(16g), SatFat(10g), TransFat(0g), Cholesterol(4mg), Sodium(1570mg), TCarbs(38g), DietFbr(2g), Tsugar(5g), Protein(9g), VitA(0%), VitC(0%), Calcium(4%), Iron(6%)",,,,,,,,,,,
Instant Noodle,LuckyMeGoCupBulalo 40-g,23,"Noodles: Wheat Flour, coconut oil, acetylated, thickener (E1422), iodized salt, humectant (E452), thickener (E466), acidity regulators (E500, E501), green tea extract. Seasoning: Iodized salt, sugar, flavor enhancers (E621, E631, E627), artificial beef flavor (MILK), spices, cornstarch, hydrolyzed SOYBEAN protein, color (E150 (SULFITE)), artificial FISH sauce powder (dextrin, FISH sauce, protein hydrolysate), anticaking agent (E551) natural kalamansi powder (natural kalamansi extract, maltodextrin). Garnish: Freeze dried corn, dehydrated spring onion. Oil: Coconut oil, artificial beef flavor. Allergen information: May contain traces of EGG, PEANUTS and CRUSTACEAN.","Calories(330), TotalFat(15g), SatFat(11g), TransFat(0g), Cholesterol(0mg), Sodium(1550mg), TCarbs(40g), DietFbr(2g), Tsugar(4g), Protein(7g), VitA(0%), VitC(0%), Calcium(4%), Iron(4%), Potassium(237.8mg)",,,,,,,,,,,
Instant Noodle,LuckyMePCHotChiliCup 70-g,26,"Noodles: Wheat flour, palm oil, salt, stabilizers (E412, E466), acidity regulators (E500, E501), emulsifier (E322 from soy), color (E101). Seasoning Powder: Salt, flavor enhancers (E621, E627, E631), sugar, maltodextrin, garlic powder, chili powder, onion powder, soy sauce powder (soybean, wheat, maltodextrin, salt), spices (paprika, black pepper), artificial beef flavor, anti-caking agent (E551), caramel color (E150a). Dehydrated Vegetables: Cabbage, carrots, chives.","Calories(170), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0mg), Sodium(1090mg), TCarbs(24g), DietFbr(1g), Tsugar(3g), Protein(5g), VitA(0%), VitC(4%), Calcium(0%), Iron(2%)",,,,,,,,,,,
Instant Noodle,LuckyMeInstantNoodlesBeef 55-g,9.5,"Noodles: Wheat flour, vegetable oil, (palm oil, green tea extract), iodized salt, sodium polyphosphates, (humectant), Acidity regulators (E500, E501), thickener (E466). SEASONING: Iodized salt, flavor enhancers (E621, E631, E627), sugar, artificial beef flavor, hydrolyzed SOY protein, cornstarch, spices, whey powder (MILK), color (E150a (SULFITE)), dehydrated chives, anticaking agent (E551), iron.","Calories(121), TotalFat(5g), SatFat(5g), TransFat(0g), Cholesterol(0mg), Sodium(797mg), TCarbs(16g), DietFbr(1g), Tsugar(1g), Protein(3g), VitA(1%), VitC(0%), Calcium(0%), Iron(54%)",,,,,,,,,,,
Instant Noodle,LuckyMeGoCupSpicyBatchoy 40-g,23,"Noodles: Wheat flour, palm oil, salt, acidity regulators (E500, E501), stabilizers (E412, E466), emulsifier (E322 from soy), color (E101). Seasoning Powder: Salt, flavor enhancers (E621, E635), sugar, maltodextrin, garlic powder, onion powder, chili powder, soy sauce powder (soybean, wheat, maltodextrin, salt), spices (black pepper), artificial beef flavor, caramel color (E150a). Dehydrated Vegetables: Chives, cabbage.","Calories(183), TotalFat(6g), SatFat(4g), TransFat(0g), Cholesterol(3mg), Sodium(904mg), TCarbs(23g), DietFbr(2g), Tsugar(3g), Protein(5g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",,,,,,,,,,,
Instant Noodle,OttogiJinRamenSpicy 120-g 5pack,167,"Noodles: Wheat flour, palm oil, potato starch, salt, emulsifiers (E322, E452), acidity regulators (E501, E500), thickener (E412), color (E101). Soup Base: Salt, soy sauce powder (soybean, wheat, salt), sugar, flavor enhancers (E621, E627, E631), red pepper powder, garlic powder, onion powder, yeast extract powder, black pepper powder, ginger powder, kimchi extract powder. Vegetable Mix: Green onion, mushroom, carrot, red pepper.","Calories(250), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0mg), Sodium(930mg), TCarbs(40g), DietFbr(0g), Tsugar(2g), Protein(5g), VitA(0%), VitC(0%), Calcium(8%), Iron(0%)",,,,,,,,,,,
Instant Noodle,OttogiJinRamenSpicy 120-g,35,"Noodles: Wheat flour, palm oil, potato starch, salt, emulsifiers (E322, E452), acidity regulators (E501, E500), thickener (E412), color (E101). Soup Base: Salt, soy sauce powder (soybean, wheat, salt), sugar, flavor enhancers (E621, E627, E631), red pepper powder, garlic powder, onion powder, yeast extract powder, black pepper powder, ginger powder, kimchi extract powder. Vegetable Mix: Green onion, mushroom, carrot, red pepper.","Calories(250), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0mg), Sodium(930mg), TCarbs(40g), DietFbr(0g), Tsugar(2g), Protein(5g), VitA(0%), VitC(0%), Calcium(8%), Iron(0%)",,,,,,,,,,,
Instant Noodle,OttogiJinRamenMild 120-g,34,"Noodles: Wheat flour, palm oil, potato starch, salt, emulsifiers (E322, E452), acidity regulators (E501, E500), thickener (E412), color (E101). Soup Base: Salt, soy sauce powder (soybean, wheat, salt), sugar, flavor enhancers (E621, E627, E631), garlic powder, onion powder, yeast extract powder, black pepper powder, ginger powder. Vegetable Mix: Green onion, mushroom, carrot, red pepper.","Calories(250), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0mg), Sodium(940mg), TCarbs(39g), DietFbr(0g), Tsugar(2g), Protein(6g), VitA(0%), VitC(0%), Calcium(8%), Iron(0%)",,,,,,,,,,,
Instant Noodle,DelMonteMacaroniElbow 400-g,78,"Hard Wheat Semolina, Riboflavin (Color)","Calories(200), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(1mg), TCarbs(43g), DietFbr(0g), Tsugar(2g), Protein(7g), VitA(0%), VitC(0%), Calcium(0%), Iron(0)%)",,,,,,,,,,,
Instant Noodle,SuperQBihon 400-g,47,"Natural Yellow Cornstarch, Water and Sodium Polyphosphate.","Calories(196), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(48mg), TCarbs(49g), DietFbr(1g), Tsugar(0g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(20)%)",,,,,,,,,,,
Instant Noodle,Kendy'sBihon 500-g,51,"Rice flour, cornstarch and water.","Calories(300), TotalFat(15g), SatFat(13g), TransFat(0g), Cholesterol(0mg), Sodium(780mg), TCarbs(32g), DietFbr(2g), Tsugar(2g), Protein(6g), VitA(0%), VitC(0%), Calcium(0%), Iron(2)%)",,,,,,,,,,,
Instant Noodle,NongShimSpicyShrimpCup 67-g,51,"Noodles: Wheat flour, potato starch, palm oil, spices (sunflower oil, yeast extract, soy sauce, wheat starch), salt, acidity regulator (E501, E500, E339), tocopherol, (antioxidant (E306), emulsifier (E322), extract from green tea (oligosaccharides, catechin), color (E101)","Calories(290), TotalFat(10g), SatFat(5g), TransFat(0g), Cholesterol(6mg), Sodium(1550mg), TCarbs(43g), DietFbr(2g), Tsugar(3g), Protein(6g), VitA(0%), VitC(0%), Calcium(0%), Iron(8%)",,,,,,,,,,,
Instant Noodle,NongShimTempuraUdonCup 62-g,51,"Wheat Flour, Palm Oil, Potato Starch, Modified Potato Starch, Salt, Pollock, Contains 2% or Less of Each of The Following: Anchovy (Fish), Beta-Carotene(Colour), Black Pepper, Bonito (Fish), Cabbage, Caramel(Colour), Carrot, Corn Syrup, Dextrin, Dextrose, Disodium Guanylate, Disodium Inosinate, Disodium Succinate, D-Sorbitol, Garlic, Green Onion, Gum Arabic, Hydrolyzed Vegetable, Glutamate, Mushroom, Onion, Polyglycerol Esters of Fatty Acids, Potassium Carbonate, Radish, Red Pepper, Riboflavin(Colour), Rice Bran Oil, Seaweed, Sodium Carbonate, Sodium Phosphate, Soy beans, Sugar, TBHQ (Antioxidant), Tocopherols, Tuna (Fish), Wheat Starch, Yeast Extract.","Calories(280), TotalFat(12g), SatFat(6g), TransFat(0g), Cholesterol(5mg), Sodium(1260mg), TCarbs(39g), DietFbr(2g), Tsugar(3g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(8%)",,,,,,,,,,,
Instant Noodle,OttogiJinRamenSpicyCup 65-g,47,"Noodles: Wheat flour, palm oil, potato starch, modified starch, wheat gluten, salt, release agent E 501; stabilizer E 451;thickener E 412; colorant E 101; yeast extract. Soup base: Salt, sugar, powdered soy sauce (soybeans, wheat, salt), hardened vegetable protein (soybeans, wheat, corn), red pepper, spices (red pepper, garlic, onion, spring onion, ginger), flavor enhancer E 621; Garlic powder, yeast extract powder, soybeans bean paste powder ( soybeans, wheat), maltodextrin, glucose, black pepper, algae extract (kelp, salt, oysters), flavor enhancer: E 631, E 627; chili extract, thickening agent E 412; acidifier E 296. Dried Vegetables: Chinese cabbage, structured vegetable protein ( soya, wheat), carrot, spring onion, mushrooms, red pepper.","Calories(280), TotalFat(9g), SatFat(4.5g), TransFat(0g), Cholesterol(0mg), Sodium(1250mg), TCarbs(43g), DietFbr(1g), Tsugar(4g), Protein(6g), VitA(0%), VitC(0%), Calcium(2%), Iron(8%), Potassium(120mg)",,,,,,,,,,,
Instant Noodle,NongShimShinRamyunGS 120-g 5pack,206,"Noodles: Wheat flour, potato starch, palm oil, salt, acidity regulators: E501, E339, E500, tocopherol liquid (antioxidant: E306, emulsifier: E322), seasoning (yeast extract, soy sauce, garlic, wheat starch), green tea extract (oligosaccharides, tea catechin, acid: E330), colour: E101. Soup Powder: Seasoning (hydrolysed vegetable protein [soy], maltodextrin, yeast extract, salt, garlic, onion, wheat flour), salt, spices (maltodextrin, black pepper, red chili pepper, garlic), sugar, glucose, flavour enhancers: E631, E627, mushroom. Flakes: green onion, mushroom, bok choy, carrot, red chili pepper.","Calories(250), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0mg), Sodium(920mg), TCarbs(40g), DietFbr(2g), Tsugar(2g), Protein(5g), VitA(0%), VitC(0%), Calcium(0%), Iron(10%)",,,,,,,,,,,
Instant Noodle,NongShimNeoguriSpicySeafood 120-g,48,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Hydrochloride, Riboflavin, Folic Acid), Potato Starch, Palm Oil, Modified Potato Starch, Salt, Contains less than 2% of: Anchovy Extract (Powder), Black Pepper (Powder), Bonito Extract (Powder), Clam Extract (Powder), Corn Starch, Cuttlefish Extract (Powder), Dextrose Disodium Guanylate, Disodium Inosinate, Disodium Succinate, Dried Flakes (Seaweeds, Carrot), D-Sorbitol, Garlic (Powder), Gum Arabic, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Maltodextrin, Modified Corn Starch, Modified Tapioca Starch, Mussel Extract (Powder), Natural Flavors, Oligosaccharides, Onion (Powder), Polyglycerol Esters of Fatty Acids, Potassium Carbonate, Red Chili Pepper (Powder), Rice Flour, Shrimp Extract (Powder), Sodium Carbonate, Sodium Phosphate, Soy Lecithin, Soy Sauce (Powder) (Soy, Wheat, Salt), Sugar, Sunflower Oil, Tocopherols (Antioxidant), Tuna Extract, Wheat Gluten, Yeast Extract, Yellow Corn Flour.","Calories(260), TotalFat(8g), SatFat(3.5g), TransFat(0g), Cholesterol(0mg), Sodium(1010mg), TCarbs(42g), DietFbr(1g), Tsugar(2g), Protein(4g), VitA(0%), VitC(0%), Calcium(0%), Iron(8%)",,,,,,,,,,,
